frame,x_min,y_min,x_max,y_max
"[[[159 171 176]
  [159 171 176]
  [159 171 176]
  ...
  [110 132 140]
  [113 135 143]
  [107 129 137]]

 [[159 171 176]
  [159 171 176]
  [159 171 176]
  ...
  [113 135 143]
  [108 130 138]
  [107 129 137]]

 [[159 171 176]
  [159 171 176]
  [159 171 176]
  ...
  [113 135 143]
  [112 134 142]
  [111 133 141]]

 ...

 [[128 135 141]
  [127 134 140]
  [129 136 142]
  ...
  [ 86 109 115]
  [ 85 108 114]
  [ 85 108 114]]

 [[127 134 140]
  [124 131 137]
  [129 136 142]
  ...
  [ 85 108 114]
  [ 85 108 114]
  [ 85 108 114]]

 [[130 137 143]
  [137 144 150]
  [136 143 149]
  ...
  [ 85 108 114]
  [ 84 107 113]
  [ 84 107 113]]]",214,111,435,355
"[[[164 175 176]
  [164 175 176]
  [164 175 176]
  ...
  [100 129 136]
  [100 129 136]
  [100 129 136]]

 [[163 174 175]
  [163 174 175]
  [163 174 175]
  ...
  [102 131 138]
  [102 131 138]
  [102 131 138]]

 [[163 174 175]
  [163 174 175]
  [163 174 175]
  ...
  [103 132 139]
  [102 131 138]
  [102 131 138]]

 ...

 [[130 143 146]
  [131 144 147]
  [132 145 148]
  ...
  [ 86 102 109]
  [ 86 102 109]
  [ 86 102 109]]

 [[130 143 146]
  [130 143 146]
  [129 142 145]
  ...
  [ 86 102 109]
  [ 86 102 109]
  [ 86 102 109]]

 [[129 142 145]
  [128 141 144]
  [126 139 142]
  ...
  [ 86 102 109]
  [ 86 102 109]
  [ 86 102 109]]]",210,110,436,355
"[[[161 175 175]
  [161 175 175]
  [161 175 175]
  ...
  [104 127 140]
  [104 127 140]
  [104 127 140]]

 [[161 175 175]
  [161 175 175]
  [161 175 175]
  ...
  [106 129 142]
  [106 129 142]
  [106 129 142]]

 [[162 176 176]
  [162 176 176]
  [162 176 176]
  ...
  [107 130 143]
  [106 129 142]
  [106 129 142]]

 ...

 [[133 138 144]
  [134 136 143]
  [134 136 143]
  ...
  [ 84  99 108]
  [ 85 100 109]
  [ 85 100 109]]

 [[132 137 143]
  [134 136 143]
  [134 136 143]
  ...
  [ 84  99 108]
  [ 85 100 109]
  [ 85 100 109]]

 [[129 137 141]
  [139 145 149]
  [136 142 146]
  ...
  [ 84  99 108]
  [ 85 100 109]
  [ 85 100 109]]]",211,109,435,356
"[[[166 175 176]
  [166 175 176]
  [166 175 176]
  ...
  [114 130 144]
  [115 131 145]
  [116 132 146]]

 [[165 174 175]
  [165 174 175]
  [165 174 175]
  ...
  [113 129 143]
  [114 130 144]
  [114 130 144]]

 [[166 175 176]
  [166 175 176]
  [165 174 175]
  ...
  [112 128 142]
  [112 128 142]
  [113 129 143]]

 ...

 [[131 141 145]
  [131 141 145]
  [131 141 145]
  ...
  [ 88 103 112]
  [ 85 100 109]
  [ 84  99 108]]

 [[135 145 149]
  [135 145 149]
  [135 145 149]
  ...
  [ 86 101 110]
  [ 84  99 108]
  [ 83  98 107]]

 [[135 145 149]
  [136 146 150]
  [136 146 150]
  ...
  [ 84  99 108]
  [ 84  99 108]
  [ 83  98 107]]]",210,108,436,356
"[[[166 173 179]
  [166 173 179]
  [166 173 179]
  ...
  [110 126 140]
  [114 130 144]
  [117 133 147]]

 [[166 173 179]
  [166 173 179]
  [166 173 179]
  ...
  [111 127 141]
  [112 128 142]
  [114 130 144]]

 [[166 173 179]
  [165 172 178]
  [165 172 178]
  ...
  [112 128 142]
  [111 127 141]
  [111 127 141]]

 ...

 [[136 141 147]
  [137 142 148]
  [137 142 148]
  ...
  [ 89  99 109]
  [ 89  99 109]
  [ 88  98 108]]

 [[137 142 148]
  [137 142 148]
  [137 142 148]
  ...
  [ 89  99 109]
  [ 89  99 109]
  [ 88  98 108]]

 [[141 146 152]
  [139 144 150]
  [138 143 149]
  ...
  [ 89  99 109]
  [ 89  99 109]
  [ 88  98 108]]]",208,107,433,355
"[[[163 173 177]
  [166 176 180]
  [163 173 177]
  ...
  [105 128 141]
  [106 129 142]
  [107 130 143]]

 [[163 173 177]
  [166 176 180]
  [163 173 177]
  ...
  [104 127 140]
  [104 127 140]
  [104 127 140]]

 [[164 174 178]
  [162 172 176]
  [164 174 178]
  ...
  [105 128 141]
  [104 127 140]
  [104 127 140]]

 ...

 [[128 138 142]
  [131 139 143]
  [131 139 143]
  ...
  [ 88 103 112]
  [ 88 103 112]
  [ 87 102 111]]

 [[128 138 142]
  [131 139 143]
  [131 139 143]
  ...
  [ 87 102 111]
  [ 87 102 111]
  [ 86 101 110]]

 [[128 138 142]
  [131 139 143]
  [131 139 143]
  ...
  [ 87 102 111]
  [ 87 102 111]
  [ 86 101 110]]]",208,106,431,355
"[[[159 174 177]
  [162 177 180]
  [159 174 177]
  ...
  [103 129 141]
  [103 129 141]
  [103 129 141]]

 [[159 174 177]
  [162 177 180]
  [159 174 177]
  ...
  [103 129 141]
  [103 129 141]
  [103 129 141]]

 [[160 175 178]
  [158 173 176]
  [160 175 178]
  ...
  [103 129 141]
  [103 129 141]
  [103 129 141]]

 ...

 [[136 133 140]
  [136 133 140]
  [136 133 140]
  ...
  [ 88  99 107]
  [ 88  99 107]
  [ 87  98 106]]

 [[136 133 140]
  [137 134 141]
  [138 135 142]
  ...
  [ 87  98 106]
  [ 87  98 106]
  [ 86  97 105]]

 [[138 135 142]
  [139 136 143]
  [138 135 142]
  ...
  [ 87  98 106]
  [ 86  97 105]
  [ 85  96 104]]]",206,107,431,355
"[[[160 175 178]
  [163 178 181]
  [159 174 177]
  ...
  [113 131 138]
  [111 129 136]
  [111 129 136]]

 [[160 175 178]
  [163 178 181]
  [159 174 177]
  ...
  [112 130 137]
  [117 135 142]
  [117 135 142]]

 [[159 174 177]
  [157 172 175]
  [159 174 177]
  ...
  [112 130 137]
  [112 130 137]
  [112 130 137]]

 ...

 [[121 136 139]
  [122 137 140]
  [123 138 141]
  ...
  [ 79 103 111]
  [ 77 101 109]
  [ 76 100 108]]

 [[122 137 140]
  [123 138 141]
  [123 138 141]
  ...
  [ 78 102 110]
  [ 76 100 108]
  [ 76 100 108]]

 [[122 137 140]
  [123 138 141]
  [123 138 141]
  ...
  [ 77 101 109]
  [ 76 100 108]
  [ 76 100 108]]]",207,106,430,355
"[[[161 176 179]
  [161 176 179]
  [161 176 179]
  ...
  [110 133 139]
  [110 133 139]
  [110 133 139]]

 [[163 178 181]
  [163 178 181]
  [163 178 181]
  ...
  [109 132 138]
  [109 132 138]
  [109 132 138]]

 [[161 176 179]
  [161 176 179]
  [161 176 179]
  ...
  [108 131 137]
  [109 132 138]
  [109 132 138]]

 ...

 [[126 133 139]
  [127 134 140]
  [127 134 140]
  ...
  [ 82  99 108]
  [ 82  99 108]
  [ 83 100 109]]

 [[125 132 138]
  [125 132 138]
  [126 133 139]
  ...
  [ 83 100 109]
  [ 83 100 109]
  [ 83 100 109]]

 [[128 135 141]
  [127 134 140]
  [126 133 139]
  ...
  [ 83 100 109]
  [ 83 100 109]
  [ 84 101 110]]]",205,106,431,355
"[[[163 176 179]
  [164 177 180]
  [163 176 179]
  ...
  [114 132 139]
  [114 132 139]
  [114 132 139]]

 [[164 177 180]
  [164 177 180]
  [163 176 179]
  ...
  [113 131 138]
  [113 131 138]
  [113 131 138]]

 [[163 176 179]
  [165 178 181]
  [162 175 178]
  ...
  [113 131 138]
  [113 131 138]
  [113 131 138]]

 ...

 [[124 138 143]
  [123 137 142]
  [122 136 141]
  ...
  [ 82  99 108]
  [ 82  99 108]
  [ 82  99 108]]

 [[125 139 144]
  [124 138 143]
  [122 136 141]
  ...
  [ 82  99 108]
  [ 82  99 108]
  [ 82  99 108]]

 [[128 142 147]
  [126 140 145]
  [121 135 140]
  ...
  [ 82  99 108]
  [ 82  99 108]
  [ 82  99 108]]]",205,105,430,354
"[[[176 183 189]
  [171 178 184]
  [168 175 181]
  ...
  [113 131 138]
  [114 132 139]
  [115 133 140]]

 [[171 178 184]
  [165 172 178]
  [167 174 180]
  ...
  [116 134 141]
  [117 135 142]
  [118 136 143]]

 [[167 174 180]
  [166 173 179]
  [166 173 179]
  ...
  [114 132 139]
  [116 134 141]
  [118 136 143]]

 ...

 [[133 138 144]
  [133 138 144]
  [135 140 146]
  ...
  [ 78 100 108]
  [ 78 100 108]
  [ 79 101 109]]

 [[132 137 143]
  [132 137 143]
  [133 138 144]
  ...
  [ 78 100 108]
  [ 78 100 108]
  [ 79 101 109]]

 [[132 137 143]
  [132 137 143]
  [133 138 144]
  ...
  [ 78 100 108]
  [ 78 100 108]
  [ 79 101 109]]]",204,104,427,353
"[[[174 178 180]
  [171 178 179]
  [171 178 179]
  ...
  [107 131 141]
  [108 132 142]
  [109 133 143]]

 [[173 177 179]
  [171 178 179]
  [171 178 179]
  ...
  [110 134 144]
  [111 135 145]
  [112 136 146]]

 [[171 175 177]
  [169 176 177]
  [169 176 177]
  ...
  [108 132 142]
  [110 134 144]
  [112 136 146]]

 ...

 [[131 135 144]
  [136 137 147]
  [138 139 149]
  ...
  [ 88  98 108]
  [ 88  98 108]
  [ 88  98 108]]

 [[130 134 143]
  [136 137 147]
  [139 140 150]
  ...
  [ 89  99 109]
  [ 89  99 109]
  [ 89  99 109]]

 [[130 134 143]
  [134 138 147]
  [140 141 151]
  ...
  [ 89  99 109]
  [ 89  99 109]
  [ 89  99 109]]]",202,105,429,354
"[[[170 177 183]
  [167 176 182]
  [167 176 182]
  ...
  [113 130 134]
  [113 130 134]
  [113 130 134]]

 [[168 175 181]
  [166 175 181]
  [167 176 182]
  ...
  [113 130 134]
  [113 130 134]
  [113 130 134]]

 [[166 173 179]
  [165 174 180]
  [165 174 180]
  ...
  [113 130 134]
  [113 130 134]
  [113 130 134]]

 ...

 [[129 138 144]
  [129 138 144]
  [129 138 144]
  ...
  [ 81 103 113]
  [ 81 103 113]
  [ 81 103 113]]

 [[128 137 143]
  [129 138 144]
  [129 138 144]
  ...
  [ 84 103 114]
  [ 83 102 113]
  [ 83 102 113]]

 [[128 137 143]
  [129 138 144]
  [129 138 144]
  ...
  [ 84 103 114]
  [ 83 102 113]
  [ 83 102 113]]]",200,103,426,354
"[[[168 174 183]
  [168 174 183]
  [168 174 183]
  ...
  [114 134 141]
  [112 132 139]
  [111 131 138]]

 [[166 172 181]
  [166 172 181]
  [166 172 181]
  ...
  [110 130 137]
  [109 129 136]
  [109 129 136]]

 [[166 172 181]
  [166 172 181]
  [166 172 181]
  ...
  [109 129 136]
  [110 130 137]
  [110 130 137]]

 ...

 [[123 136 144]
  [122 135 143]
  [122 135 143]
  ...
  [ 80  99 108]
  [ 82 101 110]
  [ 83 102 111]]

 [[122 135 143]
  [122 135 143]
  [122 135 143]
  ...
  [ 80 102 110]
  [ 82 104 112]
  [ 85 107 115]]

 [[122 135 143]
  [123 136 144]
  [125 138 146]
  ...
  [ 83 105 113]
  [ 85 107 115]
  [ 87 109 117]]]",198,103,424,355
"[[[169 175 184]
  [169 175 184]
  [169 175 184]
  ...
  [120 127 140]
  [120 127 140]
  [120 127 140]]

 [[166 172 181]
  [166 172 181]
  [166 172 181]
  ...
  [121 128 141]
  [121 128 141]
  [121 128 141]]

 [[166 172 181]
  [166 172 181]
  [166 172 181]
  ...
  [121 128 141]
  [121 128 141]
  [121 128 141]]

 ...

 [[129 135 144]
  [129 135 144]
  [129 135 144]
  ...
  [ 84  99 108]
  [ 86 101 110]
  [ 87 102 111]]

 [[128 134 143]
  [128 134 143]
  [129 135 144]
  ...
  [ 84 101 110]
  [ 86 103 112]
  [ 89 106 115]]

 [[128 134 143]
  [128 134 143]
  [129 135 144]
  ...
  [ 87 104 113]
  [ 89 106 115]
  [ 91 108 117]]]",194,102,424,354
"[[[165 175 179]
  [165 175 179]
  [165 175 179]
  ...
  [114 129 138]
  [114 129 138]
  [114 129 138]]

 [[165 175 179]
  [165 175 179]
  [165 175 179]
  ...
  [115 130 139]
  [115 130 139]
  [115 130 139]]

 [[165 175 179]
  [165 175 179]
  [165 175 179]
  ...
  [115 130 139]
  [115 130 139]
  [115 130 139]]

 ...

 [[129 135 144]
  [129 135 144]
  [129 135 144]
  ...
  [ 82  95 103]
  [ 83  96 104]
  [ 81  94 102]]

 [[128 134 143]
  [129 135 144]
  [129 135 144]
  ...
  [ 82  95 103]
  [ 82  95 103]
  [ 80  93 101]]

 [[128 134 143]
  [129 135 144]
  [129 135 144]
  ...
  [ 86  99 107]
  [ 90 103 111]
  [ 87 100 108]]]",194,100,426,355
"[[[165 175 179]
  [165 175 179]
  [165 175 179]
  ...
  [117 136 145]
  [117 136 145]
  [117 136 145]]

 [[165 175 179]
  [165 175 179]
  [165 175 179]
  ...
  [116 135 144]
  [116 135 144]
  [116 135 144]]

 [[165 175 179]
  [165 175 179]
  [165 175 179]
  ...
  [115 134 143]
  [115 134 143]
  [115 134 143]]

 ...

 [[128 129 139]
  [128 129 139]
  [128 129 139]
  ...
  [ 80  93 101]
  [ 80  93 101]
  [ 81  94 102]]

 [[128 129 139]
  [128 129 139]
  [127 128 138]
  ...
  [ 79  92 100]
  [ 81  94 102]
  [ 81  94 102]]

 [[128 129 139]
  [128 129 139]
  [127 128 138]
  ...
  [ 79  92 100]
  [ 83  96 104]
  [ 90 103 111]]]",196,99,425,355
"[[[166 176 180]
  [166 176 180]
  [165 175 179]
  ...
  [113 136 142]
  [111 134 140]
  [109 132 138]]

 [[167 177 181]
  [165 175 179]
  [162 172 176]
  ...
  [112 135 141]
  [111 134 140]
  [109 132 138]]

 [[164 174 178]
  [164 174 178]
  [163 173 177]
  ...
  [112 135 141]
  [110 133 139]
  [108 131 137]]

 ...

 [[122 130 139]
  [122 130 139]
  [122 130 139]
  ...
  [ 86  99 107]
  [ 86  99 107]
  [ 86  99 107]]

 [[122 130 139]
  [122 130 139]
  [122 130 139]
  ...
  [ 86  99 107]
  [ 86  99 107]
  [ 86  99 107]]

 [[122 130 139]
  [122 130 139]
  [122 130 139]
  ...
  [ 86  99 107]
  [ 86  99 107]
  [ 86  99 107]]]",193,97,423,356
"[[[161 176 179]
  [161 176 179]
  [160 175 178]
  ...
  [106 133 142]
  [105 132 141]
  [103 130 139]]

 [[163 178 181]
  [160 175 178]
  [158 173 176]
  ...
  [106 133 142]
  [105 132 141]
  [103 130 139]]

 [[160 175 178]
  [159 174 177]
  [158 173 176]
  ...
  [107 134 143]
  [106 133 142]
  [104 131 140]]

 ...

 [[120 131 139]
  [120 131 139]
  [120 131 139]
  ...
  [ 78  97 108]
  [ 79  98 109]
  [ 80  99 110]]

 [[120 131 139]
  [120 131 139]
  [120 131 139]
  ...
  [ 76  95 106]
  [ 75  94 105]
  [ 77  96 107]]

 [[120 131 139]
  [120 131 139]
  [120 131 139]
  ...
  [ 76  95 106]
  [ 77  96 107]
  [ 77  96 107]]]",191,96,424,356
"[[[162 172 176]
  [162 172 176]
  [165 175 179]
  ...
  [118 135 144]
  [118 135 144]
  [118 135 144]]

 [[161 174 177]
  [164 177 180]
  [164 177 180]
  ...
  [117 134 143]
  [117 134 143]
  [117 134 143]]

 [[163 176 179]
  [164 177 180]
  [162 175 178]
  ...
  [117 134 143]
  [117 134 143]
  [117 134 143]]

 ...

 [[125 137 142]
  [124 136 141]
  [124 136 141]
  ...
  [ 88 100 110]
  [ 88 100 110]
  [ 87  99 109]]

 [[126 138 143]
  [125 137 142]
  [125 137 142]
  ...
  [ 88 100 110]
  [ 87  99 109]
  [ 87  99 109]]

 [[126 138 143]
  [126 138 143]
  [126 138 143]
  ...
  [ 88 100 110]
  [ 89 101 111]
  [ 90 102 112]]]",191,95,422,356
"[[[166 172 176]
  [166 172 176]
  [169 175 179]
  ...
  [108 132 142]
  [107 131 141]
  [107 131 141]]

 [[165 173 177]
  [168 176 180]
  [168 176 180]
  ...
  [108 132 142]
  [107 131 141]
  [107 131 141]]

 [[167 175 179]
  [168 176 180]
  [166 174 178]
  ...
  [107 131 141]
  [106 130 140]
  [106 130 140]]

 ...

 [[125 134 140]
  [125 134 140]
  [126 135 141]
  ...
  [ 77  94 103]
  [ 77  94 103]
  [ 78  95 104]]

 [[122 131 137]
  [122 131 137]
  [124 133 139]
  ...
  [ 80  97 106]
  [ 80  97 106]
  [ 79  96 105]]

 [[122 131 137]
  [122 131 137]
  [122 131 137]
  ...
  [ 81  98 107]
  [ 80  97 106]
  [ 79  96 105]]]",186,95,423,356
"[[[172 175 180]
  [171 174 179]
  [168 174 178]
  ...
  [111 130 141]
  [111 130 141]
  [111 130 141]]

 [[170 173 178]
  [171 174 179]
  [169 175 179]
  ...
  [111 130 141]
  [111 130 141]
  [111 130 141]]

 [[169 175 179]
  [169 175 179]
  [167 175 179]
  ...
  [111 130 141]
  [111 130 141]
  [111 130 141]]

 ...

 [[129 136 142]
  [130 137 143]
  [130 137 143]
  ...
  [ 81 101 108]
  [ 81 101 108]
  [ 81 101 108]]

 [[130 137 143]
  [130 137 143]
  [130 137 143]
  ...
  [ 81 101 108]
  [ 81 101 108]
  [ 81 101 108]]

 [[130 137 143]
  [130 137 143]
  [130 137 143]
  ...
  [ 81 101 108]
  [ 81 101 108]
  [ 81 101 108]]]",185,95,422,356
"[[[170 172 179]
  [169 171 178]
  [167 172 178]
  ...
  [109 128 139]
  [109 128 139]
  [109 128 139]]

 [[169 171 178]
  [170 172 179]
  [168 173 179]
  ...
  [109 128 139]
  [109 128 139]
  [109 128 139]]

 [[168 173 179]
  [168 173 179]
  [166 173 179]
  ...
  [109 128 139]
  [109 128 139]
  [109 128 139]]

 ...

 [[132 138 142]
  [132 138 142]
  [131 137 141]
  ...
  [ 83 101 108]
  [ 83 101 108]
  [ 83 101 108]]

 [[133 139 143]
  [133 139 143]
  [133 139 143]
  ...
  [ 83 101 108]
  [ 83 101 108]
  [ 83 101 108]]

 [[133 139 143]
  [133 139 143]
  [134 140 144]
  ...
  [ 83 101 108]
  [ 83 101 108]
  [ 83 101 108]]]",184,94,421,357
"[[[165 177 182]
  [165 177 182]
  [165 177 182]
  ...
  [109 129 136]
  [109 129 136]
  [109 129 136]]

 [[163 175 180]
  [165 177 182]
  [165 177 182]
  ...
  [109 129 136]
  [109 129 136]
  [109 129 136]]

 [[159 173 178]
  [162 176 181]
  [163 177 182]
  ...
  [109 129 136]
  [109 129 136]
  [109 129 136]]

 ...

 [[124 131 137]
  [126 133 139]
  [127 134 140]
  ...
  [ 90  97 108]
  [ 90  97 108]
  [ 89  96 107]]

 [[124 131 137]
  [126 133 139]
  [127 134 140]
  ...
  [ 90  97 108]
  [ 90  97 108]
  [ 89  96 107]]

 [[124 131 137]
  [126 133 139]
  [127 134 140]
  ...
  [ 90  97 108]
  [ 90  97 108]
  [ 89  96 107]]]",186,93,420,358
"[[[156 170 175]
  [156 170 175]
  [158 172 177]
  ...
  [105 124 133]
  [104 123 132]
  [104 123 132]]

 [[156 170 175]
  [157 171 176]
  [158 172 177]
  ...
  [105 124 133]
  [105 124 133]
  [105 124 133]]

 [[158 172 177]
  [158 172 177]
  [161 175 180]
  ...
  [106 125 134]
  [105 124 133]
  [105 124 133]]

 ...

 [[133 132 142]
  [133 132 142]
  [133 132 142]
  ...
  [ 87 101 106]
  [ 86 100 105]
  [ 86 100 105]]

 [[133 132 142]
  [133 132 142]
  [133 132 142]
  ...
  [ 86 100 105]
  [ 86 100 105]
  [ 85  99 104]]

 [[133 132 142]
  [133 132 142]
  [133 132 142]
  ...
  [ 86 100 105]
  [ 86 100 105]
  [ 85  99 104]]]",185,93,420,357
"[[[153 165 170]
  [160 172 177]
  [161 173 178]
  ...
  [101 125 135]
  [100 124 134]
  [100 124 134]]

 [[160 169 175]
  [163 172 178]
  [163 172 178]
  ...
  [101 125 135]
  [100 124 134]
  [100 124 134]]

 [[163 170 176]
  [165 172 178]
  [167 174 180]
  ...
  [101 125 135]
  [100 124 134]
  [100 124 134]]

 ...

 [[131 133 140]
  [133 135 142]
  [132 134 141]
  ...
  [ 83 100 104]
  [ 83 101 103]
  [ 81  99 101]]

 [[128 130 137]
  [131 133 140]
  [132 134 141]
  ...
  [ 84 102 104]
  [ 83 101 103]
  [ 83  98 101]]

 [[127 129 136]
  [130 132 139]
  [131 133 140]
  ...
  [ 85 103 105]
  [ 85 103 105]
  [ 87 102 105]]]",187,92,417,358
"[[[156 168 173]
  [161 173 178]
  [161 173 178]
  ...
  [108 126 140]
  [109 127 141]
  [109 127 141]]

 [[162 171 177]
  [164 173 179]
  [163 172 178]
  ...
  [108 126 140]
  [109 127 141]
  [108 126 140]]

 [[163 170 176]
  [165 172 178]
  [166 173 179]
  ...
  [110 128 142]
  [110 128 142]
  [106 124 138]]

 ...

 [[131 133 140]
  [131 133 140]
  [133 135 142]
  ...
  [ 87 102 111]
  [ 84  99 108]
  [ 82  97 106]]

 [[131 133 140]
  [131 133 140]
  [132 134 141]
  ...
  [ 87 102 111]
  [ 84  99 108]
  [ 80  95 104]]

 [[128 130 137]
  [129 131 138]
  [130 132 139]
  ...
  [ 88 103 112]
  [ 86 101 110]
  [ 85 100 109]]]",184,93,418,359
"[[[162 174 179]
  [160 172 177]
  [161 173 178]
  ...
  [110 126 140]
  [109 125 139]
  [107 123 137]]

 [[164 173 179]
  [163 172 178]
  [163 172 178]
  ...
  [107 123 137]
  [107 123 137]
  [106 122 136]]

 [[166 173 179]
  [164 171 177]
  [162 169 175]
  ...
  [106 122 136]
  [106 122 136]
  [105 121 135]]

 ...

 [[132 134 141]
  [132 134 141]
  [132 134 141]
  ...
  [ 81  99 113]
  [ 80  98 112]
  [ 77  95 109]]

 [[132 134 141]
  [132 134 141]
  [132 134 141]
  ...
  [ 80  98 112]
  [ 78  96 110]
  [ 75  93 107]]

 [[131 133 140]
  [131 133 140]
  [131 133 140]
  ...
  [ 80  98 112]
  [ 77  95 109]
  [ 75  93 107]]]",185,92,419,359
"[[[162 174 179]
  [162 174 179]
  [163 175 180]
  ...
  [108 124 138]
  [106 122 136]
  [105 121 135]]

 [[163 175 180]
  [162 174 179]
  [162 174 179]
  ...
  [108 124 138]
  [107 123 137]
  [107 123 137]]

 [[162 174 179]
  [162 174 179]
  [161 173 178]
  ...
  [104 123 134]
  [105 124 135]
  [104 123 134]]

 ...

 [[127 136 142]
  [127 136 142]
  [127 136 142]
  ...
  [ 87  97 107]
  [ 87  97 107]
  [ 87  97 107]]

 [[126 135 141]
  [127 136 142]
  [127 136 142]
  ...
  [ 87  97 107]
  [ 87  97 107]
  [ 87  97 107]]

 [[125 134 140]
  [125 134 140]
  [125 134 140]
  ...
  [ 88  98 108]
  [ 88  98 108]
  [ 88  98 108]]]",187,93,418,358
"[[[162 175 178]
  [161 174 177]
  [162 175 178]
  ...
  [116 128 138]
  [110 122 132]
  [109 121 131]]

 [[161 174 177]
  [162 175 178]
  [162 175 178]
  ...
  [108 120 130]
  [113 125 135]
  [111 123 133]]

 [[160 173 176]
  [160 173 176]
  [160 173 176]
  ...
  [113 129 136]
  [112 128 135]
  [111 127 134]]

 ...

 [[127 136 142]
  [127 136 142]
  [127 136 142]
  ...
  [ 87 102 111]
  [ 87 102 111]
  [ 87 102 111]]

 [[127 136 142]
  [127 136 142]
  [127 136 142]
  ...
  [ 87 102 111]
  [ 87 102 111]
  [ 87 102 111]]

 [[126 135 141]
  [125 134 140]
  [125 134 140]
  ...
  [ 87 102 111]
  [ 87 102 111]
  [ 87 102 111]]]",187,93,420,358
"[[[159 175 175]
  [160 174 174]
  [161 175 175]
  ...
  [110 125 134]
  [111 126 135]
  [111 126 135]]

 [[157 173 173]
  [161 175 175]
  [161 175 175]
  ...
  [110 125 134]
  [110 125 134]
  [111 126 135]]

 [[156 172 172]
  [158 172 172]
  [160 174 174]
  ...
  [107 125 132]
  [104 122 129]
  [104 122 129]]

 ...

 [[132 140 144]
  [132 140 144]
  [129 138 144]
  ...
  [ 85 100 111]
  [ 86 101 112]
  [ 86 101 112]]

 [[134 142 146]
  [128 136 140]
  [128 138 142]
  ...
  [ 86  98 110]
  [ 85 100 111]
  [ 85 100 111]]

 [[131 139 143]
  [125 133 137]
  [125 135 139]
  ...
  [ 86  98 110]
  [ 85 100 111]
  [ 85  99 113]]]",188,93,420,358
"[[[162 176 176]
  [162 176 176]
  [162 176 176]
  ...
  [110 127 138]
  [110 127 138]
  [110 127 138]]

 [[162 176 176]
  [162 176 176]
  [162 176 176]
  ...
  [109 126 137]
  [110 127 138]
  [110 127 138]]

 [[162 176 176]
  [162 176 176]
  [162 176 176]
  ...
  [109 126 137]
  [110 127 138]
  [111 128 139]]

 ...

 [[132 137 143]
  [132 137 143]
  [133 138 144]
  ...
  [ 84 101 110]
  [ 82 101 110]
  [ 82 101 112]]

 [[131 136 142]
  [131 136 142]
  [132 137 143]
  ...
  [ 81 100 109]
  [ 81 100 109]
  [ 81 100 111]]

 [[131 136 142]
  [131 136 142]
  [132 137 143]
  ...
  [ 80  99 108]
  [ 80  99 108]
  [ 78 100 110]]]",186,93,420,358
"[[[158 175 179]
  [158 175 179]
  [158 175 179]
  ...
  [107 126 135]
  [105 124 133]
  [105 124 133]]

 [[158 175 179]
  [158 175 179]
  [158 175 179]
  ...
  [107 126 135]
  [105 124 133]
  [105 124 133]]

 [[158 175 179]
  [158 175 179]
  [158 175 179]
  ...
  [107 126 135]
  [105 124 133]
  [105 124 133]]

 ...

 [[132 136 145]
  [131 135 144]
  [126 130 139]
  ...
  [ 78  96 110]
  [ 76  94 108]
  [ 76  94 108]]

 [[132 136 145]
  [132 136 145]
  [131 135 144]
  ...
  [ 75  93 107]
  [ 75  93 107]
  [ 75  93 107]]

 [[133 137 146]
  [132 136 145]
  [131 135 144]
  ...
  [ 74  92 106]
  [ 72  90 104]
  [ 71  89 103]]]",187,95,421,358
"[[[159 171 176]
  [159 171 176]
  [160 172 177]
  ...
  [107 126 135]
  [105 124 133]
  [105 124 133]]

 [[159 171 176]
  [160 172 177]
  [160 172 177]
  ...
  [107 126 135]
  [105 124 133]
  [105 124 133]]

 [[160 172 177]
  [160 172 177]
  [161 173 178]
  ...
  [107 126 135]
  [105 124 133]
  [105 124 133]]

 ...

 [[127 136 142]
  [127 136 142]
  [126 135 141]
  ...
  [ 78  96 110]
  [ 76  94 108]
  [ 76  94 108]]

 [[127 136 142]
  [127 136 142]
  [127 136 142]
  ...
  [ 75  93 107]
  [ 75  93 107]
  [ 75  93 107]]

 [[127 136 142]
  [127 136 142]
  [127 136 142]
  ...
  [ 74  92 106]
  [ 72  90 104]
  [ 71  89 103]]]",185,95,423,357
"[[[161 170 176]
  [161 170 176]
  [162 171 177]
  ...
  [111 123 133]
  [110 122 132]
  [109 121 131]]

 [[161 170 176]
  [162 171 177]
  [162 171 177]
  ...
  [112 124 134]
  [110 122 132]
  [109 121 131]]

 [[162 171 177]
  [162 171 177]
  [163 172 178]
  ...
  [111 123 133]
  [110 122 132]
  [109 121 131]]

 ...

 [[129 135 144]
  [124 130 139]
  [123 129 138]
  ...
  [ 82  98 105]
  [ 81  97 104]
  [ 81  97 104]]

 [[127 133 142]
  [124 130 139]
  [125 131 140]
  ...
  [ 81  97 104]
  [ 80  96 103]
  [ 80  96 103]]

 [[142 148 157]
  [120 126 135]
  [126 132 141]
  ...
  [ 84 100 107]
  [ 82  98 105]
  [ 82  98 105]]]",186,95,424,358
